,N_MLUNG_1,N_MLUNG_2,N_MLUNG_3,N_MLUNG_4,N_MLUNG_5,T_MLUNG_1,T_MLUNG_2,T_MLUNG_3,T_MLUNG_4,T_MLUNG_5,T_MLUNG_6,T_MLUNG_7
EAM210,0.9160093779287749,0.9147710373411867,0.9583783166041085,1.4220484137567129,1.0603645092818936,-0.7150620817228872,-0.3082671987002199,-1.247690059024323,-1.0538986023567063,0.03094966939978673,-1.1088986150254387,-0.8687047674829166
EAM208,-0.9218106265797393,-1.0500920414225046,-0.35225864711025673,-0.35028011127403486,-1.8739619733787236,1.0751027636598747,-0.04921924965653976,1.6845488743654924,0.8402657794067084,0.11012898269152492,0.14294604343655765,0.7446302058616138
EAM207,-0.7057048215180113,-0.9956460068247572,0.9889229324899318,2.1573611279782265,1.2156718081785416,0.1941316396239111,-0.15060374879398566,-0.9956460068247572,-0.9956460068247572,-0.2743725643641492,0.08591997217324449,-0.5243883252934233
EAM206,-0.4700722148662671,0.07661649340251729,0.9230740566181542,1.926185960738508,1.1375274433771216,0.16862908025361523,-0.10289540467881668,-1.3928186950280668,-1.3677772948090974,-0.17336074017870798,-0.9847312251805551,0.25962254035161536
EAM205,0.7336833704258171,0.07292927883536537,-0.5460857727961451,1.4348080088618032,-0.2935987933723869,0.7530703561990972,-0.37593646236242795,-1.6203528668213538,0.6864703580132449,1.3451717099335854,-1.0852720594788607,-1.1048871274377081
EAM203,2.490600644506849,-0.4614322391679184,-0.4614322391679184,-0.0345999610494406,1.6968894690538259,-0.4614322391679184,-0.4614322391679184,-0.4614322391679184,-0.4614322391679184,-0.4614322391679184,-0.4614322391679184,-0.4614322391679184
EAM200,0.8909271409025266,0.11974708971981148,0.00047107431046292033,0.6581536216255156,1.9132840144243597,-0.910649452033931,-0.910649452033931,-0.910649452033931,-0.7339651806561025,1.378583267094301,-0.910649452033931,-0.5846032192851547
EAM195,2.900817486509114,-0.5902988047358118,-0.5902988047358118,0.6343965430345013,0.17942066320125485,-0.23548884756644145,-0.003845876783760953,-0.5902988047358118,-0.5902988047358118,0.06649286002020416,-0.5902988047358118,-0.5902988047358118
EAM194,2.6407595972342905,-0.49524662980831907,-0.49524662980831907,0.6173674083712309,1.1990926626693603,-0.49524662980831907,-0.49524662980831907,-0.49524662980831907,-0.49524662980831907,-0.49524662980831907,-0.49524662980831907,-0.49524662980831907
EAM193,-1.573995125161426,-0.7669835959966047,-0.40546178952816503,0.9196342025877515,-1.467764821922041,1.5470947408559328,0.7282260707828404,1.2010598123084957,-0.27237143239453665,0.19175094030055684,0.3284710344469207,-0.4296600362797334
EAM190,0.42743454808279113,0.5820249333551123,0.9986912580362998,1.5383808473330558,0.6803648730957744,-0.27431926190657824,0.5197757514992729,-1.6322954897853872,-1.1835703447487433,0.27559768112320737,-0.5796647748013348,-1.3524200212834614
EAM187,-0.42435627484586436,0.3436218560303171,0.9470332445758856,1.6211675306519644,0.09586503871990613,0.2466045478794858,-1.015300485942145,-1.4550518359715983,0.6947429081930085,0.7922135682510816,-1.6794610300587942,-0.16707906748327142
EAM185,-0.27201402419417886,0.47354041316058665,0.6992090802621652,1.6747615596269292,0.4203251799112165,0.1576764354668566,-0.8131858877471181,-1.428678687227994,0.6214607225317248,0.7313186108329718,-1.8461025846484944,-0.4183108179746556
EAM181,-0.2640225297876405,0.22351994389286148,1.8285089502528789,1.3952967229062745,-1.0914354166245477,0.8550579952628226,-0.504832155455551,-1.5016083515408354,0.21759672154818774,0.07482663813693038,-1.0317946950850825,-0.20111382350628368
EAM179,0.12439972315874592,-0.7838913365794397,0.6528746848241367,1.7105280690023943,0.5113383623122214,0.9537273027678926,-0.7194719094719432,-1.4067355709335667,-0.24078438928657547,1.164114855726396,-0.9363313022272158,-1.029768489293046
EAM177,0.6591798158382864,0.3501857547670525,1.6229827894033726,1.7773295309987802,0.14609337396222083,0.01609344068079238,-0.6878599552616476,-1.1602180943408729,-0.33483123470895987,-0.06851923265729375,-1.1602180943408729,-1.1602180943408729
EAM175,0.3802038108233393,0.16053150691656892,0.6179929500461052,1.8896979239442997,0.42185588332929264,0.006561109531730049,-0.22909396638313642,-1.586191742998843,-0.14043196030032878,0.9808291179913272,-1.34760043813552,-1.15435419476487
EAM168,-1.086776934190245,-0.8420183034142827,0.5215282241003018,0.3796189454276071,-2.0788737054650404,1.5605476344357738,0.64314663182784,-0.1814236362059983,0.39369573714580997,1.0398331588056684,0.1360016761423098,-0.4852794286097324
EAM161,-1.5591853810916019,-0.5860948054172107,0.4540506727611983,1.2825441837942322,-0.12052403684667176,1.4366751208295259,-0.28832019097994516,-0.6264548652182051,0.9116765476701227,1.0321211355801785,-1.124440799928124,-0.8120475811534903
EAM160,0.49020775699398594,0.1561458926186025,1.6333001873420168,2.029080226074144,-0.5287952222664133,0.05997656802568953,-0.19114129483322684,-1.114954603061932,-0.34608983309923025,-0.06460270984255281,-1.1316087136026391,-0.9915182543484443
EAM155,-1.222987773196021,-1.3066245960052185,-0.8401123081703153,-0.9857766721068294,-1.0907152287687276,1.0901441969806298,0.6830210136332329,1.0842630191945501,0.7803410170529796,0.9087880981313464,0.0894483077392495,0.8102109255151253
EAM153,0.26331943759147725,0.46927234897286724,0.7327334323080728,2.178653184289676,-0.8061059275594904,0.6273489989739945,-0.2868326310504263,-1.8928120734453477,-0.17181628714279518,0.057083234722630716,-0.5998697246906438,-0.5709739929700053
EAM147,-0.5760626611925774,0.30595969393375216,1.0339309270493438,1.8536953804527132,-0.9005261967931362,0.9533993749913134,0.17485687699495484,-1.3505679573707254,-0.6799674869349984,0.7585512661860035,-1.117897642057948,-0.4553715752586463
EAM137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAM133,-0.5226056128139982,-0.5226056128139982,-0.5226056128139982,-0.5226056128139982,-0.5226056128139982,1.781837819377886,-0.5226056128139982,-0.5226056128139982,2.202120712454411,0.7194919834936927,-0.5226056128139982,-0.5226056128139982
EAM311,0.8558299646896347,0.6193067508726103,1.6611988210735282,1.4573711721738793,0.3022598484161531,-0.2663768416672214,-0.48168587965995424,-1.3746168241273176,-0.5515639891402823,-0.029600685370174858,-1.1623650908930876,-1.0297572463677842
EAM312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAM313,-0.04790726452972196,-0.16451108843423784,1.0711310880480132,2.063090568710899,1.1888375485851959,-0.9775677754469321,-0.9775677754469321,-0.9775677754469321,-0.4338300859631082,-0.12371353302556522,-0.9775677754469321,0.35717386839624965
EAM314,1.6384411879733058,0.9447290969268473,-0.03420573453689383,1.0431624338405736,1.1047057633186257,-0.30233310565472227,-0.05939891034662454,-1.5774677041385625,-1.337952582690355,-0.28937661523828856,-0.6580967383392469,-0.4722070911146076
EAM315,-1.0831045801312111,-1.3356160508621036,-1.3356160508621036,-0.4822088736342692,-0.2575037255731476,1.324772658624087,0.6374518951805602,1.0205135140444321,0.43529241414898256,1.2498351558306506,-0.7907624309814568,0.6169460742155941
EAM316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAM317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAM318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAM319,-0.3029993784806956,3.172024743469767,-0.3029993784806956,-0.3029993784806956,-0.3029993784806956,-0.14203095866282592,-0.3029993784806956,-0.3029993784806956,-0.3029993784806956,-0.3029993784806956,-0.3029993784806956,-0.3029993784806956
EAM320,-0.18191882612258267,0.5586519900929013,0.9981228420593607,1.7245700025758763,1.4064807133556263,-0.9495088097621812,-0.9495088097621812,-0.9495088097621812,-0.17004676770895727,0.41168409455870697,-0.9495088097621812,-0.9495088097621812
EAM321,-1.0989788066127404,-1.0896282516405105,0.005425630662897658,0.4010926327285665,-1.8420016100542191,1.2471446992899908,-0.4536173551034427,1.244201006057993,1.2078377367215407,0.4826502510974642,-0.20149868770404983,0.09737275455649597
EAM291,0.3626003169639143,-0.48074330728146536,0.8185766033629637,1.9996523305503828,-0.4529657905001651,0.4444149702159403,0.10683465698308936,-1.1279746272566813,-0.592156953825042,1.177711055300431,-1.1279746272566813,-1.1279746272566813
EAM290,-0.5162260669891257,-0.5162260669891257,-0.5162260669891257,-0.5162260669891257,-0.5162260669891257,1.645684182614217,-0.5162260669891257,0.6658287357459127,-0.5162260669891257,2.334521684542001,-0.5162260669891257,-0.5162260669891257
EAM322,-1.3139327879027998,-1.1664493994606766,-0.3368090344893819,0.08286713157334236,-1.560774593217199,1.1183754304823024,-0.27333496723477824,1.6996439123951772,0.795770617716584,0.3406610723186301,-0.012851310876315384,0.6268339286951323
EAM323,0.6306810253095603,1.0962359438901632,0.145760261530094,1.3528979455923964,1.0820343240776664,0.28183760046075285,-0.026983077643740017,-0.8060064771765674,-1.6198883980673426,0.24697907910280498,-0.9441495062617734,-1.4393987208139642
EAM324,0.2753916603553805,-0.8412707194200936,0.28584255613887,2.023541500503031,0.44355607432610755,0.7247801790455096,-0.34406143517519977,-0.15531192344911102,-0.8504548399571022,0.9990370199092556,-0.9850497098960052,-1.5760003623807015
EAM325,0.5827638325011123,1.4456342935164006,0.38981310519460993,1.6680035173629084,1.0599491513779542,-0.17476245340401492,-1.1310799034287315,-0.8005544423027926,-0.3551670571861019,-1.0421754763850402,-0.8438169372145635,-0.7986076300317636
EAM326,0.8678619043153891,0.9492551669180421,-0.39123694017901145,1.297798095118355,0.8166790244578928,-0.7819745351886738,-1.7674322268839735,-0.7532621879515423,0.48336612392249334,0.8838409497343129,-0.4588982106247718,-1.1459971636385724
EAM327,0.22241735581867933,0.7965617938238378,-1.0204827511119026,-1.3973084116720955,-1.2066980100136553,0.7364177350481168,1.0866412157652043,1.2747070610908233,0.15116977849974936,1.0193261345969897,-0.6392619477950203,-1.0234899540506879
EAM328,1.0891784569462233,0.7463588430543807,1.4924685996466203,1.3554327244759043,-0.2170309505115641,-0.3984425369372274,-0.7711525262857696,-0.30578237302145717,-0.8102399403445318,0.4419368653261434,-1.3696498133149226,-1.253077349033793
EAM329,-0.6785764099804886,0.4019502007374382,0.07764137620832691,2.123552394826868,0.00825437189047126,-0.1430897462231146,-0.013869020790586498,0.4612811174729969,-0.7590251106388731,1.1073847446356462,-0.8007578741054111,-1.7847460440332736
EAM330,1.0732520302518862,1.028700886413051,-1.0932813260113614,1.3997108321633314,1.1005817235311666,-0.3119516017118289,0.05381703299858775,-1.558260491119174,0.2503661969934395,-0.5373279764259248,-0.17530313531540798,-1.2303041717677716
EAM331,0.2374938772793838,0.7040595988450241,1.7066541813531726,1.7191754339447132,-0.48158377154894405,0.4539326720759679,-0.8773447909600549,-0.8071065264227614,-0.6855013137539928,-0.17093745725411888,-0.35011061933779436,-1.448731284220574
EAM332,-1.5097931683345545,-0.5853707447967085,-0.908815998655165,-0.4389808008652508,-1.3899271658934111,1.1218185595432804,-0.04194055108317316,0.5421226644237204,1.1158887926380634,1.2710980882999772,-0.1680845765811081,0.9919849013043216
EAM333,1.0401773259081353,0.19075167451351646,-0.1369137487517274,0.95855083688523,0.23040545185135103,0.43354410066972005,-2.1717786384562783,-0.11070979062789602,0.9689860414478136,0.7094972879914762,-1.4438651468571229,-0.6686453945742389
EAM334,1.3728874884908726,0.9296819594747044,-0.3385234841075174,1.6543334523767268,1.0349955374189945,-0.32127609913401406,-0.5400042994798468,-1.529638343338466,-0.353157628933526,-0.38530048274778733,-0.4798997760873205,-1.044098323932783
EAM335,0.3723100879295502,0.84804977892429,1.3387475430254572,1.7466286584642012,0.4306830561497638,-0.4248457593277431,-0.37376941213505865,-0.8881811945756906,-0.5485234857443174,0.18551658962486153,-1.5171499271484903,-1.1694659351868435
EAM336,0.7477332409643008,0.8538533948459112,1.298211404101847,1.5245301900819064,0.5835111752656026,-0.8871260149413303,-0.5221326077155537,-0.8993842780111401,-1.0381716559473813,0.42578872737067475,-1.2119297160446694,-0.8748838599701668
EAM337,0.45961939815160074,0.7088641439965364,1.8320221353756625,0.5390993538435203,1.3121060196858971,-0.4516530892285618,-1.0492178252256412,-0.48699786215146657,-0.7745175175346753,0.12192115323017391,-1.5032058670695774,-0.7080400430734621
EAM338,0.18405761018645087,1.208934228693636,1.5454851166882708,0.21978315680108007,0.26423710400905753,0.3811570747478449,-0.5127935348591358,-0.3934377313966222,-0.5316712384680018,0.8250875886466792,-1.159101150887433,-2.0317382241618214
EAM339,-0.6496467987927415,0.23262224053503125,0.15267049754940284,1.0906257703185294,-0.2996634880579942,1.071337801193593,-0.033365075623376136,0.762108102642177,-1.2973492458591833,1.3513244497813908,-0.43250159799909393,-1.9481626556877074
EAM340,1.050817310155846,-0.012792558558416982,0.1929326688708519,1.6826130593675583,-0.5589564872158148,-0.24828006508278325,0.33286759514253544,-0.5391149678190832,-0.32503541643329675,0.26159476888848837,0.5633947218177189,-2.400040629133583
EAM341,0.8494159097615707,0.7986192812585644,1.2018050698471425,1.2890557493934873,1.1308889924076517,-0.8212951618255925,-0.3282690616493387,-0.742410985797392,-1.2515724856157753,0.0362714487840115,-0.9908164593003377,-1.1716922972639887
EAM342,-0.3064782803931972,-0.3064782803931972,-0.3064782803931972,-0.3064782803931972,3.170112962371437,-0.3064782803931972,-0.3064782803931972,-0.3064782803931972,-0.3064782803931972,-0.10533015843944665,-0.3064782803931972,-0.3064782803931972
EAM343,1.4234939014041421,1.236746148422504,-0.3427632076784805,1.2322997733515135,0.9877491444469879,-0.3137309939796526,-0.12175221150273338,-1.462203519669246,-0.6827801248719387,0.010331283253184935,-0.6840878822457567,-1.283302310930534
EAM344,-1.4028419027811765,-0.7921177017854284,0.5058787852139633,-0.3532530842672758,-0.12493721249752336,0.9827683733759511,-0.6278963220179467,0.8029384903747564,0.2656074641588128,2.203552583740481,-0.6526374601224507,-0.8070620133921764
EAM345,0.33768538051353264,0.7252453651582784,0.36095688074624127,-0.6653759500296802,-1.2620810842017292,1.5322890591259744,-0.2303779072182585,0.5068512860513089,-0.2870648949646008,1.5060340332224045,-1.2620810842017292,-1.2620810842017292
EAM346,0.6937443776520569,-0.23227516914018947,-1.4367168059238138,1.3940011432239319,1.3847577539183848,0.2794724751397358,-0.07513755094586122,-0.9776284704148926,-1.4944179634069386,1.0463936847940547,-0.2549634883447176,-0.32722998655173585
EAM347,-0.8856038576466997,-0.8856038576466997,-0.8379397171256412,-0.8856038576466997,-0.8856038576466997,1.144455218182067,-0.8856038576466997,1.6217156382046263,0.48675198047263923,1.3431589728218107,0.04229934548405946,0.6275778501939535
EAM348,1.9415756792702037,-0.7966034186479335,-0.8772259220762733,0.6954105645506495,1.301572349585955,0.03350976479944171,-0.17153018219115612,-1.6535907699047552,0.12707168235826138,0.2967770753771724,-0.01426653352846827,-0.8827002895930175
EAM349,0.5966859567594593,0.8153869399375925,0.6442969672566451,1.7610267663166743,0.4190156005138618,0.07915814346890099,-1.0727960617313237,-1.096795107672994,-0.11941460762911944,0.5703644225008515,-1.6267095253205428,-0.9702194943999849
EAM350,-0.659840162323127,-0.659840162323127,-0.659840162323127,-0.659840162323127,-0.3429366014934212,2.0229949606476483,-0.659840162323127,1.7272183038732571,-0.659840162323127,0.4942521832051454,-0.659840162323127,0.7173522900292592
EAM351,0.5041028078899468,0.7305318598911834,0.11906661333123898,1.6824417306275208,1.221039134096695,-0.4240426930019195,0.17807701485514651,-1.6523134939520303,-1.0112095389343772,0.45790914515856074,-0.7124193158336861,-1.0931832641282202
EAM352,0.5629266455261988,0.677206957857141,0.5613539806776068,1.9704616850151122,0.6997484873536125,-0.9114466500278287,-0.1505389741179007,-1.0220574110453937,-0.8574518235595391,0.6405114447233536,-0.8231153076986373,-1.3475990347037232
EAM353,0.6723229646852382,1.1153363703761467,1.07984864739301,0.7371338766121895,-0.06992025545504095,-0.2853457287752173,0.05353703435953682,-0.6525520266852449,-0.4064704921965367,0.6421667306009747,-0.361985881696547,-2.5240712392185225
EAM354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAM355,1.0653125464600357,0.9015735187688911,1.091038641383782,0.8089595770433992,0.40763249623294157,-0.460093552548039,-1.7557807568840622,0.0559416456283022,0.05382302604634879,-0.3526492737488596,-1.8998468884570472,0.0840890200742861
EAM356,-0.5792378130856396,-1.554546835417155,-1.4312548080743348,-1.3233742841493668,0.39221833339141327,0.8613391831193219,0.1251741793406911,1.3162442495221436,0.6067836611485853,1.0529201135378004,-0.03717803769909998,0.5709120583656524
EAM357,0.8466687802305739,0.9859149884165394,0.2416192664885082,1.425141352714811,1.0622530111783892,-0.8070389795251943,-0.00930664166386752,-0.9096712101272357,-1.721681585579204,0.535237920703992,-0.7801793048497286,-0.8689575979875834
EAM358,-0.4984639468633876,-0.5110791927606433,-0.5110791927606433,0.8903452392871345,2.5681729436222342,-0.5110791927606433,-0.5110791927606433,-0.5110791927606433,-0.5110791927606433,1.1285793060391678,-0.5110791927606433,-0.5110791927606433
EAM359,0.31349828479826103,0.6207683818523497,0.0329121698567646,2.2616600091656314,1.0574153618765803,-0.3517530268312489,-0.6994533998135074,-0.5921398959927371,-1.1012148274654328,0.16737171608644807,-1.4101021355566477,-0.29896263797646744
EAM360,-0.4692595548843003,1.2488696365189444,0.1197791734618738,0.7007529699290691,1.2661943049997137,0.05525971843004036,-1.118934622913171,-0.6269737782954479,-1.4227137236880496,1.5589214620885834,-0.9283632696247035,-0.3835323160225606
EAM361,0.353408484926669,0.5473681478530498,-0.23913557385494683,0.6178660682083971,1.5513308392725413,-0.7875732414398835,0.7427739219662068,-0.481720725436682,-2.3170165853542373,0.7753114236686747,-0.20045209960867927,-0.5621606602011178
EAM362,0.0643731208847291,0.11802388668568815,-0.1979541700374048,2.3527966284355344,1.1777824727831279,-0.0179745661586046,-0.5616564544787926,-1.095044881918563,-1.2583366022488092,-0.2583112815634834,-0.7952868241585519,0.4715886717751506
EAM363,0.5882570295450391,-0.5542634165651099,-1.219337635195212,1.951072840264403,-1.0229145819599998,0.19164161075240144,-1.0660522674253023,0.5438629066389989,0.7603889589260004,1.0770111939917184,-0.722207221143617,-0.5274594178293872
EAM364,1.0251081460258262,0.6169039246039323,1.0644718029131301,1.388524584611377,0.9398718811123697,-0.5478883791952172,-0.6726432760230926,-0.11845257905851694,-1.1938242922120936,0.11230523631627481,-1.3399657427818916,-1.2744113063120888
EAM365,1.144636309336168,0.4390071793247926,-0.15706120341395444,1.5680781402048265,1.2207335684550418,-0.7967286500453344,-0.8543244613868923,-0.37586093365004,-0.6973034785115841,0.8426605051794526,-1.3879705681465206,-0.94586640734596
EAM366,0.12486585115856576,-1.1978582385741996,-0.6941251711996854,-0.04531070663116388,-0.3412244753223673,0.8319742825275617,0.07859664881020491,2.331932943967603,-0.24215087255384704,0.9433340576710717,-1.2571978370661645,-0.5328364827876093
EAM367,0.766149845583715,0.6894085969645594,0.7953066059982498,1.9066214432589985,0.7603348737032878,-0.5978296149322038,-0.607084429333447,-1.1190476578482185,-1.1190476578482185,0.3742535012478992,-1.0014378040412735,-0.8476277027533607
EAM368,0.4881876266552854,0.838329895444947,-0.337564557240333,2.3293523900409285,0.3722693149423458,0.012312452254791505,-0.0418004438308847,-1.0505815409574653,-0.4542786468368884,0.13406646844755943,-0.682666899433782,-1.6076260594864757
EAM369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAM370,-0.3893493186778728,0.017208809665318445,-0.4452779500901625,0.9040002827313587,-0.8502227525272338,1.2879718483888218,-0.8754981917231714,0.2796431570614534,0.9298134972293364,1.6278458392788995,-1.2175232838214138,-1.268611937515334
EAM371,-1.6978743144022883,0.20906175286239176,0.19803757438129044,0.551798525640539,-2.315146039355345,0.8877068893594959,0.3949096572564957,0.1755778674757611,0.6211521260850853,0.8851565197108828,0.37779749961418824,-0.2881780586285145
EAM372,1.0838420636937294,0.5106371085638421,1.1260082775129134,0.18276285201830225,-1.142278473148197,0.6151582082732143,-0.1034562963301031,-1.6490396974114907,0.51242597824102,1.0720866343865607,-1.0978122840297855,-1.1103343717700263
EAM373,1.1870319125885402,-0.32548871703232146,-1.2065962904279188,0.8635801646775103,1.2232710143975514,-0.03571801668496305,-0.8008604642917205,-0.22160329184648678,-0.4745664338858678,1.7262129018567471,-0.8739071244087105,-1.0613556549423866
EAM374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAM375,0.7301043058416151,0.8180264818709679,1.4201938752224668,1.3801547484554388,0.5387477189974377,-0.921802356973523,-0.36833752717490054,-0.9045925568719054,-0.9944464451575619,0.519313522964318,-1.2891203693464848,-0.9282413978278699
EAM376,0.6067308108158865,1.4579848511336237,0.605795880513508,2.258752655122798,-0.6161580246982239,-0.6161580246982239,-0.6161580246982239,-0.6161580246982239,-0.6161580246982239,-0.6161580246982239,-0.6161580246982239,-0.6161580246982239
EAM377,0.04101635368164798,1.1654372173083838,0.9021559127293926,1.6059091697920866,0.404600845536087,-0.21830408171341156,-0.09726457929855734,-1.3355021838870968,-1.5846874540173896,0.6262930236837948,-0.43871480218396597,-1.070939421630951
EAM378,1.1958378596792565,1.0932122692942348,1.1975341504294208,0.7870317888893414,0.30726422171750006,-0.21858591083384107,-0.7370854501344641,-0.559257636492102,-0.461155488107524,0.4850920353598622,-1.319761322816354,-1.7701265169853255
EAM379,-0.7892660612167183,-1.242923413674875,-0.32031151668410357,-1.242923413674875,-1.242923413674875,1.3252520515756032,0.47354901367997776,1.055639041263274,0.7340793161980972,0.8612372253170321,-0.576698829682057,0.9652900005735038
EAM380,0.8170160749138781,0.4547803218837533,0.6380256597517752,1.641620095319974,0.7038351309365729,-0.03169917415905694,-0.02205468269232133,-1.3739854571179955,-0.9969993053740328,0.5279649924254712,-0.638451152022363,-1.7200525038656502
EAM381,-1.0228865410047998,0.8543227470848592,1.2135514008625023,1.6794867636209592,0.23143528325268328,0.5582893287230379,0.2267733396564312,-0.49246095849822813,-0.8107681073754608,0.21693145873101624,-1.1803566358114388,-1.4743180792415942
EAM382,-0.34950551654392453,0.39276678569267354,-0.34950551654392453,-0.34950551654392453,-0.34950551654392453,-0.34950551654392453,3.102288379746521,-0.34950551654392453,-0.34950551654392453,-0.34950551654392453,-0.34950551654392453,-0.34950551654392453
EAM383,-0.540744560251756,-0.540744560251756,-0.540744560251756,2.183925852621525,1.3509895787092858,-0.540744560251756,-0.540744560251756,-0.540744560251756,-0.540744560251756,-0.540744560251756,-0.540744560251756,1.3317856109349833
EAM384,0.5734274142616289,0.539223363115202,1.2009475481435614,1.1548962837508865,1.290565983828892,-0.39747081967688985,-0.8459451662727776,-1.65098241476382,-0.8528241933189873,0.38368091823703665,-1.1933360321063198,-0.2021828851984082
EAM385,-0.3605958932818827,-0.3605958932818827,0.5384170707771514,3.067541862041685,-0.3605958932818827,-0.3605958932818827,-0.3605958932818827,-0.3605958932818827,-0.3605958932818827,-0.3605958932818827,-0.3605958932818827,-0.3605958932818827
EAM386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAM387,1.5557382622588916,1.3225702874494973,0.07283929019067387,0.3232789668378018,0.9432096935135761,0.08455937358056419,-0.0005654426196900212,-1.3523845346693972,-0.9708649780037615,0.3226621203435985,-0.7626792862096563,-1.5383637526721283
EAM388,0.3253055312689648,-0.359108869519969,-0.981328797217511,-0.7939197875925545,-1.8743423599678495,1.2551954630203979,0.40758936956244884,0.6068318408817851,-0.3214069101681056,1.8430157927691566,0.09276424913521092,-0.2005955221719892
EAM389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAM390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAM391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAM392,0.30669761401037754,-0.13585043103992245,-0.08463567211719003,1.684024442646158,-1.221209360517888,1.51221424711476,-0.4851613508719132,-1.4504938966181344,0.07163500254449026,0.805275480788116,0.11956676410038444,-1.1220628400392614
EAM393,1.2093054750037322,1.8942800395460189,-0.34430118379922453,-0.9309849592885214,-0.9309849592885214,1.0637398773750846,0.2923782525578542,-0.9309849592885214,0.5290924019726638,0.010429933786475222,-0.9309849592885214,-0.9309849592885214
EAM289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAM283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
